RESPNUM,CCGID,TERM,STRATA,ATYPE,AIRLINE,DEST,GATENUM,INTDATE,Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3A,Q4A,Q4B,Q4C,Q5,Q5AVG,SAQ,Q6A,Q6B,Q6C,Q6D,Q6E,Q6F,Q6G,Q6H,Q6I,Q6J,Q6K,Q6L,Q6M,Q6N,Q7COM1,Q7COM2,Q7COM3,Q7A1,Q7A2,Q7A3,Q8A,Q8B,Q8C,Q8D,Q8E,Q8F,Q8COM1,Q8COM2,Q8COM3,Q9,Q9APOS1,Q9APOS2,Q9APOS3,Q9ANEG1,Q9ANEG2,Q9ANEG3,Q9ANTR1,Q9ANTR2,Q9ANTR3,Q10,Q11,Q11A1,Q11A2,Q11A3,Q12,Q13A,Q13B,Q13_COM,Q13COM1,Q13COM2,Q13COM3,Q14,Q14A,Q14A1,Q14A2,Q14A3,Q15,SFFLAG,COUNTRY,Q17,AGE,Q18,Q19,INC,MAIL,LANG,DESTMARK,DESTINATION,DESTGEO,WEIGHT,Location 1
2427,2072,2,1,1,30,2,3,10,2,2,8,,,,,9,11,,,,,9,1,1,2,1,1,2,6,6,4,4,4,4,6,2,4,6,4,6,4,4,58,,,,,,5,6,5,4,6,6,,,,5,7,,,,,,,,,2,,,,,5,4,3,,,,,1,,5,,,2,4,62,7,75,2,2,75000,1,1,4,LAS VEGAS,1,0.636476,
2428,2073,2,1,1,30,2,3,10,2,2,8,,,,,1,11,,,,,4,2,1,1,3,4.5,2,6,4,4,0,5,5,6,6,4,4,6,4,6,4,32,,,,,,4,4,6,6,4,4,,,,3,,,,,,,9,,,1,3,12,,,6,5,4,,,,,2,,,,,1,12,62,7,75,1,4,175000,1,1,4,LAS VEGAS,1,0.636476,
2429,2074,2,1,1,30,2,3,10,2,1,8,,,,,5,11,,,,,9,2,0,1,3,4.5,2,4,4,3,4,4,4,6,6,4,6,5,6,6,4,,,,,,,5,6,5,6,4,4,,,,5,6,,,,,,,,,2,,,,,1,4,4,,,,,2,,,,,1,10,62,2,21,1,1,25000,1,1,4,LAS VEGAS,1,0.636476,
2430,2075,2,1,1,30,2,3,10,2,1,8,,,,,9,11,,,,,9,2,2,2,3,4.5,2,4,4,3,5,5,5,4,4,4,4,4,4,4,4,5,9,,,,,5,4,4,3,4,5,,,,5,5,,,,,,,,,1,5,4,,,5,5,5,,,,,2,,,,,1,1,62,3,29.5,1,2,75000,1,1,4,LAS VEGAS,1,0.636476,
2431,2076,2,1,1,30,2,3,10,2,2,8,,,,,9,11,,,,,9,2,2,2,1,1,2,4,4,4,4,4,4,4,4,3,4,4,4,4,4,,,,,,,4,4,4,4,4,4,,,,4,,,,,,,,,,2,,,,,1,4,4,,,,,2,,,,,2,4,62,4,39.5,1,2,75000,1,1,4,LAS VEGAS,1,0.636476,
2432,2027,2,1,1,30,2,3,10,2,1,8,,,,,2,11,,,,,9,2,2,1,4,9.5,2,4,3,3,3,3,3,3,3,3,3,2,3,3,3,,,,,,,4,3,2,3,3,3,,,,4,1,,,,,,,,,1,4,6,,,7,4,4,,,,,2,,,,,2,3,62,5,49.5,1,1,25000,1,1,4,LAS VEGAS,1,0.636476,
2433,2078,2,1,1,30,2,3,10,2,3,8,,,,,2,11,,,,,9,2,2,2,4,9.5,2,4,3,3,4,4,4,4,4,4,4,4,6,4,4,,,,,,,5,6,5,4,4,3,,,,4,,,,,,,,,,2,,,,,5,5,4,,,,,2,,,,,2,3,62,4,39.5,2,3,125000,1,1,4,LAS VEGAS,1,0.636476,
2434,2079,2,1,1,30,2,3,10,2,2,8,,,,,9,11,,,,,9,2,2,1,2,2,2,6,4,4,5,5,5,5,5,5,6,5,6,4,5,,,,,,,5,4,5,5,5,5,,,,5,,,,,,,,,,2,,,,,5,5,5,,,,,2,,,,,2,3,62,6,59.5,2,2,75000,1,1,4,LAS VEGAS,1,0.636476,
2435,2248,3,3,1,28,2,72,6,2,1,8,,,,,2,11,,,,,9,2,1,1,6,36,1,6,3,2,4,4,4,6,6,3,6,3,6,4,3,90,,,,,,3,6,4,4,3,2,,,,5,5,,,,,,,,,2,,,,,5,5,1,,,,,1,,4,5,,2,4,62,5,49.5,1,4,175000,1,1,4,DALLAS-FT. W,3,1.592296,
2436,2249,3,3,1,28,2,72,6,2,1,2,3,8,,,1,11,,,,,3,1,1,2,4,9.5,1,6,3,3,4,5,5,6,6,5,2,4,4,6,5,40,,,,,,4,4,4,6,4,4,,,,4,8,,,,,,,,,2,,,,,1,5,5,,,,,2,,,,,1,11,62,6,59.5,1,2,75000,1,1,4,DALLAS-FT. W,3,1.592296,
2437,2250,3,3,1,28,2,72,6,2,2,8,,,,,4,11,,,,,9,1,2,1,3,4.5,1,4,3,4,4,4,4,6,6,2,6,6,6,6,4,90,95,,,,,4,6,6,6,4,4,,,,5,5,,,,,,,,,2,,,,,6,5,2,,15,,,1,,4,,,1,12,62,6,59.5,2,4,175000,1,1,4,DALLAS-FT. W,3,1.592296,
2438,2251,3,3,1,28,2,72,6,1,2,8,,,,,3,11,,,,,9,1,2,1,3,4.5,1,6,4,3,3,4,2,6,6,4,6,6,6,3,4,40,,,,,,4,6,6,4,4,3,,,,5,5,,,,,,,,,2,,,,,11,5,2,,1,,,2,,,,,3,4,62,6,59.5,1,4,175000,1,1,4,DALLAS-FT. W,3,1.592296,
2439,2252,3,3,1,28,2,72,6,1,5,8,,,,,3,11,,,,,9,2,1,1,1,1,1,6,3,5,5,3,5,6,6,6,6,6,6,6,4,,,,,,,3,6,6,6,5,5,,,,5,5,1,,,,,,,,2,,,,,11,5,5,,,,,2,,,,,3,4,62,4,39.5,1,2,75000,1,1,4,DALLAS-FT. W,3,1.592296,
2440,2253,3,3,1,28,2,72,6,1,3,8,,,,,3,11,,,,,9,2,2,1,1,1,1,4,4,4,4,5,4,6,6,4,3,6,6,4,4,92,,,,,,4,6,6,4,4,4,,,,5,1,,,,,,,,,2,,,,,11,5,4,,,,,2,,,,,3,3,62,6,59.5,1,2,75000,1,1,4,DALLAS-FT. W,3,1.592296,
2441,2254,3,3,1,28,2,72,6,1,2,8,,,,,3,11,,,,,9,2,1,2,1,1,1,6,6,4,4,4,4,6,6,6,6,5,6,6,4,31,,,,,,5,6,5,6,6,5,,,,5,5,,,,,,,,,2,,,,,11,5,5,,,,,2,,,,,3,4,62,7,75,2,0,,1,1,4,DALLAS-FT. W,3,1.592296,
2442,2255,3,3,1,28,2,72,6,2,3,8,,,,,1,11,,,,,1,2,2,1,3,4.5,2,3,3,2,3,3,3,3,3,4,4,3,2,3,3,3,7,,,,,4,4,4,3,2,3,,,,3,,,,,,,,,,1,3,3,,,1,5,4,,,,,2,,,,,1,10,62,6,59.5,0,0,,1,1,4,DALLAS-FT. W,3,1.592296,
2443,2256,3,3,1,28,2,72,6,2,6,8,,,,,2,11,,,,,9,1,0,0,1,1,2,0,4,3,5,5,4,6,6,5,4,6,4,6,5,95,90,,,,,5,4,6,6,4,4,,,,4,,,,,,,,,,2,,,,,7,5,4,,1,,,2,,,,,1,13,62,4,39.5,2,2,75000,1,1,4,DALLAS-FT. W,3,1.592296,
2444,2257,3,3,1,28,2,72,6,2,6,8,,,,,8,11,,,,,9,2,1,2,3,4.5,2,4,3,3,3,3,4,3,3,3,3,3,3,3,3,78,,,,,,4,6,6,6,6,4,,,,4,,,,,,,,,,1,4,,,,15,5,6,,,,,2,,,,,4,3,62,5,49.5,1,1,25000,1,1,4,DALLAS-FT. W,3,1.592296,
2445,2258,3,3,1,28,2,72,6,1,2,8,,,,,3,11,,,,,9,2,2,1,3,4.5,2,3,3,3,3,3,3,3,3,6,6,6,6,3,3,,,,,,,5,5,5,5,5,5,,,,5,,,,,,,,,,2,,,,,11,5,5,,,,,2,,,,,3,4,62,3,29.5,1,4,175000,1,1,4,DALLAS-FT. W,3,1.592296,
2446,2259,3,3,1,28,2,72,6,2,2,8,,,,,1,11,,,,,3,1,1,3,3,4.5,2,3,3,3,3,3,3,6,6,4,4,5,5,6,3,90,98,,,,,3,4,4,1,4,5,,,,3,,,,,,,8,,,2,,,,,8,5,0,,,,,2,,,,,1,17,62,3,29.5,1,2,75000,1,1,4,DALLAS-FT. W,3,1.592296,
2447,2260,3,3,1,28,2,72,6,2,3,8,,,,,2,11,,,,,9,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,90,98,,,,,3,3,3,3,3,3,,,,4,5,,,,,,,,,2,,,,,7,4,4,,15,,,2,,,,,1,13,62,4,39.5,1,0,,1,1,4,DALLAS-FT. W,3,1.592296,
2448,2261,3,3,1,28,2,72,6,1,2,8,,,,,3,11,,,,,9,1,1,2,3,4.5,2,5,5,4,4,4,4,4,4,3,2,2,6,3,4,,,,,,,5,5,5,5,5,5,,,,4,6,,,,,,,,,1,3,7,,,11,4,3,,13,,,2,,,,,3,4,12,5,49.5,1,4,175000,1,1,4,DALLAS-FT. W,3,1.592296,
2449,2262,3,3,1,28,2,72,6,2,1,8,,,,,7,11,,,,,9,1,2,2,2,2,2,6,6,6,3,3,3,3,3,2,6,3,6,4,2,90,,,,,,6,6,6,6,6,6,,,,3,,,,,,,19,,,2,,,,,12,3,1,,,,,1,,4,5,,2,4,62,2,21,1,3,125000,1,1,4,DALLAS-FT. W,3,1.592296,
2450,2263,3,3,1,28,2,72,6,2,1,8,,,,,5,11,,,,,9,2,2,2,6,36,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,3,3,3,3,3,3,,,,3,,,,,,,,,,2,,,,,5,2,2,,,,,2,,,,,0,5,0,0,,0,0,,1,1,4,DALLAS-FT. W,3,1.592296,
2451,2264,3,3,1,28,2,72,6,2,3,8,,,,,5,11,,,,,9,2,2,2,4,9.5,2,5,5,5,5,5,5,5,5,4,5,4,5,4,5,,,,,,,5,5,5,5,5,5,,,,4,,,,,,,,,,3,,,,,5,4,2,,,,,0,,,,,2,4,62,3,29.5,1,2,75000,1,1,4,DALLAS-FT. W,3,1.592296,
2452,2265,3,3,1,28,2,72,6,2,1,8,,,,,2,11,,,,,9,2,2,2,6,36,2,4,3,3,3,2,3,2,2,3,6,6,6,6,3,90,,,,,,4,4,4,3,3,3,,,,4,10,,,,,,,,,3,,,,,5,4,3,,,,,2,,,,,1,1,62,3,29.5,1,4,175000,1,1,4,DALLAS-FT. W,3,1.592296,
2453,2266,3,3,1,28,2,72,6,2,3,8,,,,,1,11,,,,,3,2,2,1,3,4.5,2,6,4,6,3,6,3,3,3,1,4,6,4,6,4,50,75,,,,,4,6,6,6,6,3,,,,4,4,1,3,,,,,,,2,,,,,3,2,4,,,,,1,,10,,,2,4,62,3,29.5,2,1,25000,1,1,4,DALLAS-FT. W,3,1.592296,
2454,2474,2,2,3,31,3,2,8,2,2,8,,,,,5,11,,,,,9,1,1,1,1,1,1,5,5,5,5,5,5,5,5,6,6,6,6,6,5,40,,,,,,5,6,6,6,5,5,,,,5,2,13,,,,,,,,2,,,,,1,5,5,,,,,2,,,,,2,4,10,7,75,2,0,,1,1,2,CALGARY,4,0.636476,
2455,2475,2,2,3,31,3,2,8,2,2,8,,,,,6,11,,,,,9,1,1,2,1,1,1,5,6,6,5,5,5,6,6,6,6,6,6,6,5,90,,,,,,5,6,6,6,6,5,,,,5,5,,,,,,,,,2,,,,,5,5,5,,6,,,2,,,,,2,4,10,5,49.5,1,3,125000,1,1,2,CALGARY,4,0.636476,
2456,2476,2,2,3,31,3,2,8,2,2,8,,,,,4,11,,,,,9,1,2,2,2,2,1,4,6,6,5,5,5,5,5,5,6,6,6,6,5,31,,,,,,5,6,6,6,6,5,,,,5,,,,,,,,,,2,,,,,9,5,5,,,,,2,,,,,2,4,10,3,29.5,1,3,125000,1,1,2,CALGARY,4,0.636476,
2457,2477,2,2,3,31,3,2,8,2,2,8,,,,,6,11,,,,,9,1,2,2,1,1,1,4,6,6,2,3,4,2,6,6,6,6,6,6,5,50,32,,,,,5,6,6,6,6,4,,,,4,2,13,,,,,,,,2,,,,,5,5,4,,,,,2,,,,,2,4,10,5,49.5,2,2,75000,1,1,2,CALGARY,4,0.636476,
2458,2478,2,2,3,31,3,2,8,2,2,8,,,,,7,11,,,,,9,1,2,1,1,1,1,4,4,6,4,4,5,4,4,6,6,6,6,6,4,6,,,,,,4,6,6,6,6,6,,,,5,,,,,,,,,,2,,,,,5,5,4,,,,,2,,,,,2,4,10,7,75,1,0,,1,1,2,CALGARY,4,0.636476,
2459,2479,2,2,3,31,3,2,8,2,2,8,,,,,4,11,,,,,9,1,1,2,1,1,1,5,6,4,5,5,5,4,4,5,6,6,6,6,4,41,,,,,,5,6,6,6,6,5,,,,5,,,,,,,,,,2,,,,,5,5,5,,,,,2,,,,,2,4,10,3,29.5,2,2,75000,1,1,2,CALGARY,4,0.636476,
2460,2480,2,2,3,31,3,2,8,2,2,8,,,,,9,11,,,,,9,1,0,1,1,1,2,6,3,3,4,4,4,6,6,4,6,4,6,3,4,90,34,,,,,5,6,3,3,4,4,,,,5,,,,,,,,,,2,,,,,6,5,1,,1,,,1,,4,5,,2,4,10,6,59.5,2,4,175000,1,1,2,CALGARY,4,0.636476,
2461,2481,2,2,3,31,3,2,8,2,2,8,,,,,9,11,,,,,9,1,2,1,1,1,2,4,4,4,4,4,4,4,4,3,6,3,6,3,4,,,,,,,4,6,4,4,4,4,,,,4,,,,,,,,,,2,,,,,5,3,3,,,,,2,,,,,2,4,10,6,59.5,1,4,175000,1,1,2,CALGARY,4,0.636476,
2462,2482,2,2,3,31,3,2,8,1,6,8,,,,,3,11,,,,,9,2,1,1,1,1,2,4,4,4,4,4,4,0,0,0,0,0,0,0,4,33,,,,,,4,0,0,0,0,5,,,,4,,,,,,,,,,2,,,,,11,4,4,,,,,2,,,,,3,4,62,7,75,0,2,75000,1,1,2,CALGARY,4,0.636476,
